id,ident,type,name,elevation_ft,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
4,00A,heliport,Total Rf Heliport,11,US,US-PA,Bensalem,00A,0,00A,"-74.93360137939453, 40.07080078125"
5,00AA,small_airport,Aero B Ranch Airport,3435,US,US-KS,Leoti,00AA,0,00AA,"-101.473911, 38.704022"
6,00AK,small_airport,Lowell Field,450,US,US-AK,Anchor Point,00AK,0,00AK,"-151.695999146, 59.94919968"
7,00AL,small_airport,Epps Airpark,820,US,US-AL,Harvest,00AL,0,00AL,"-86.77030181884766, 34.86479949951172"
8,00AR,closed,Newport Hospital & Clinic Heliport,237,US,US-AR,Newport,0,0,0,"-91.254898, 35.6087"
9,00AS,small_airport,Fulton Airport,1100,US,US-OK,Alex,00AS,0,00AS,"-97.8180194, 34.9428028"
10,00AZ,small_airport,Cordes Airport,3810,US,US-AZ,Cordes,00AZ,0,00AZ,"-112.16500091552734, 34.305599212646484"
11,00CA,small_airport,Goldstone /Gts/ Airport,3038,US,US-CA,Barstow,00CA,0,00CA,"-116.888000488, 35.350498199499995"
12,00CL,small_airport,Williams Ag Airport,87,US,US-CA,Biggs,00CL,0,00CL,"-121.763427, 39.427188"
13,00CN,heliport,Kitchen Creek Helibase Heliport,3350,US,US-CA,Pine Valley,00CN,0,00CN,"-116.4597417, 32.7273736"
14,00CO,closed,Cass Field,4830,US,US-CO,Briggsdale,0,0,0,"-104.344002, 40.622202"
15,00FA,small_airport,Grass Patch Airport,53,US,US-FL,Bushnell,00FA,0,00FA,"-82.21900177001953, 28.64550018310547"
16,00FD,heliport,Ringhaver Heliport,25,US,US-FL,Riverview,00FD,0,00FD,"-82.34539794921875, 28.846599578857422"
17,00FL,small_airport,River Oak Airport,35,US,US-FL,Okeechobee,00FL,0,00FL,"-80.96920013427734, 27.230899810791016"
18,00GA,small_airport,Lt World Airport,700,US,US-GA,Lithonia,00GA,0,00GA,"-84.06829833984375, 33.76750183105469"
19,00GE,heliport,Caffrey Heliport,957,US,US-GA,Hiram,00GE,0,00GE,"-84.73390197753906, 33.88420104980469"
20,00HI,heliport,Kaupulehu Heliport,43,US,US-HI,Kailua-Kona,00HI,0,00HI,"-155.980233, 19.832715"
21,00ID,small_airport,Delta Shores Airport,2064,US,US-ID,Clark Fork,00ID,0,00ID,"-116.21399688720703, 48.145301818847656"
22,00IG,small_airport,Goltl Airport,3359,US,US-KS,McDonald,00IG,0,00IG,"-101.395994, 39.724028"
23,00II,heliport,Bailey Generation Station Heliport,600,US,US-IN,Chesterton,00II,0,00II,"-87.122802734375, 41.644500732421875"
24,00IL,small_airport,Hammer Airport,840,US,US-IL,Polo,00IL,0,00IL,"-89.5604019165039, 41.97840118408203"
25,00IN,heliport,St Mary Medical Center Heliport,634,US,US-IN,Hobart,00IN,0,00IN,"-87.2605972290039, 41.51139831542969"
26,00IS,small_airport,Hayenga's Cant Find Farms Airport,820,US,US-IL,Kings,00IS,0,00IS,"-89.1229019165039, 40.02560043334961"
27,00KS,small_airport,Hayden Farm Airport,1100,US,US-KS,Gardner,00KS,0,00KS,"-94.93049621582031, 38.72779846191406"
28,00KY,small_airport,Robbins Roost Airport,1265,US,US-KY,Stanford,00KY,0,00KY,"-84.61969757080078, 37.409400939941406"
29,00LA,heliport,Shell Chemical East Site Heliport,15,US,US-LA,Gonzales,00LA,0,00LA,"-90.980833, 30.191944"
30,00LL,heliport,Ac & R Components Heliport,600,US,US-IL,Chatham,00LL,0,00LL,"-89.70559692382812, 39.66529846191406"
31,00LS,small_airport,Lejeune Airport,12,US,US-LA,Esterwood,00LS,0,00LS,"-92.42939758300781, 30.13629913330078"
32,00MD,small_airport,Slater Field,45,US,US-MD,Federalsburg,00MD,0,00MD,"-75.75379943847656, 38.75709915161133"
33,00MI,heliport,Dow Chemical Heliport,588,US,US-MI,Ludington,00MI,0,00MI,"-86.41670227050781, 43.94940185546875"
34,00MN,small_airport,Battle Lake Municipal Airport,1365,US,US-MN,Battle Lake,00MN,0,00MN,"-95.70030212402344, 46.29999923706055"
35,00MO,small_airport,Cooper Flying Service Airport,970,US,US-MO,Alba,00MO,0,00MO,"-94.412399291992, 37.202800750732"
36,00MT,closed,Sands Ranch Airport,2600,US,US-MT,Havre,0,0,0,"-109.705492, 48.53721"
37,00N,small_airport,Bucks Airport,105,US,US-NJ,Bridgeton,00N,0,00N,"-75.1852035522461, 39.473201751708984"
38,00NC,small_airport,North Raleigh Airport,348,US,US-NC,Louisburg,00NC,0,00NC,"-78.37139892578125, 36.085201263427734"
39,00NJ,heliport,Colgate-Piscataway Heliport,78,US,US-NJ,New Brunswick,00NJ,0,00NJ,"-74.47460174560547, 40.52090072631836"
40,00NK,seaplane_base,Cliche Cove Seaplane Base,96,US,US-NY,Beekmantown,00NK,0,00NK,"-73.3698057, 44.8118612"
41,00NY,small_airport,Weiss Airfield,1000,US,US-NY,West Bloomfield,00NY,0,00NY,"-77.49970245361328, 42.90010070800781"
42,00OH,closed,Exit 3 Airport,785,US,US-OH,Wauseon,0,0,0,"-84.141583, 41.590476"
43,00OI,heliport,Miami Valley Hospital Heliport,905,US,US-OH,Dayton,00OI,0,00OI,"-84.1874008178711, 39.74530029296875"
44,00OK,small_airport,Gull Bay Landing Airport,960,US,US-OK,Sandsprings,00OK,0,00OK,"-96.217693, 36.198598"
45,00OR,heliport,Steel Systems Heliport,195,US,US-OR,Salem,00OR,0,00OR,"-123.12999725341797, 44.932899475097656"
46,00PA,heliport,R J D Heliport,402,US,US-PA,Coatesville,00PA,0,00PA,"-75.74690246582031, 39.94889831542969"
47,00PN,small_airport,Ferrell Field,1301,US,US-PA,Mercer,00PN,0,00PN,"-80.211111, 41.2995"
48,00PS,closed,Thomas Field,815,US,US-PA,Loysville,0,0,0,"-77.365303, 40.3778"
49,00S,small_airport,Mc Kenzie Bridge State Airport,1620,US,US-OR,Mc Kenzie Bridge,00S,0,00S,"-122.088996887, 44.183200836199994"
50,00SC,small_airport,Flying O Airport,150,US,US-SC,Sumter,00SC,0,00SC,"-80.26719665527344, 34.0093994140625"
51,00SD,small_airport,Homan Field,1590,US,US-SD,Gary,00SD,0,00SD,"-96.498897, 44.809158"
52,00TA,closed,SW Region FAA Heliport,598,US,US-TX,Fort Worth,0,0,0,"-97.305801, 32.8269"
53,00TE,heliport,Tcjc-Northeast Campus Heliport,600,US,US-TX,Fort Worth,00TE,0,00TE,"-97.18949890136719, 32.847599029541016"
54,00TN,small_airport,Ragsdale Road Airport,1100,US,US-TN,Manchester,00TN,0,00TN,"-85.95359802246094, 35.515899658203125"
55,00TS,small_airport,Alpine Range Airport,670,US,US-TX,Everman,00TS,0,00TS,"-97.24199676513672, 32.607601165771484"
56,00TX,closed,San Jacinto Methodist Hospital Heliport,19,US,US-TX,Baytown,0,0,0,"-94.980201, 29.7377"
57,00UT,closed,Clear Creek Ranch Airport,6138,US,US-UT,Kanab,0,0,0,"-112.821998, 37.247799"
58,00VA,small_airport,Vaughan Airport,551,US,US-VA,Alton,00VA,0,00VA,"-78.9991684, 36.57600021"
59,00VI,small_airport,Groundhog Mountain Airport,2680,US,US-VA,Hillsville,00VI,0,00VI,"-80.49949645996094, 36.663299560546875"
60,00W,small_airport,Lower Granite State Airport,719,US,US-WA,Colfax,00W,0,00W,"-117.44300079346, 46.673500061035"
61,00WA,small_airport,Howell Airport,150,US,US-WA,Longbranch,00WA,0,00WA,"-122.77200317382812, 47.17839813232422"
62,00WI,small_airport,Northern Lite Airport,860,US,US-WI,Waupaca,00WI,0,00WI,"-89.05010223388672, 44.304298400878906"
63,00WN,small_airport,Hawks Run Airport,2900,US,US-WA,Asotin,00WN,0,00WN,"-117.2490005493164, 46.25"
64,00WV,small_airport,Lazy J. Aerodrome,2060,US,US-WV,Beverly,00WV,0,00WV,"-79.86609649658203, 38.82889938354492"
65,00WY,heliport,Mountain View Regional Hospital Heliport,5210,US,US-WY,Casper,00WY,0,00WY,"-106.224443, 42.840361"
66,00XS,small_airport,L P Askew Farms Airport,3110,US,US-TX,O'Donnell,00XS,0,00XS,"-101.93399810791016, 33.03340148925781"
67,01A,small_airport,Purkeypile Airport,1950,US,US-AK,Purkeypile,01A,0,01A,"-152.27000427246094, 62.943599700927734"
68,01AK,heliport,Providence Seward Medical Center Heliport,120,US,US-AK,Seward,01AK,0,01AK,"-149.446249008, 60.105873975399994"
69,01AL,small_airport,Ware Island Airport,344,US,US-AL,Clanton,01AL,0,01AL,"-86.51390075683594, 32.94599914550781"
70,01AR,heliport,Community Hospital of De Queen Heliport,400,US,US-AR,De Queen,01AR,0,01AR,"-94.35489654541016, 34.047298431396484"
71,01AZ,heliport,Yat Heliport,3300,US,US-AZ,Camp Verde,01AZ,0,01AZ,"-111.86499786376953, 34.60810089111328"
72,01C,closed,Grant Airport,815,US,US-MI,Grant,01C,0,01C,"-85.775001525879, 43.341701507568"
73,01CA,heliport,Lugo Substation Heliport,3733,US,US-CA,Hesperia,01CA,0,01CA,"-117.370058745, 34.368240591699994"
74,01CL,small_airport,Swansboro Country Airport,2594,US,US-CA,Placerville,01CL,0,01CL,"-120.73400115966797, 38.79990005493164"
75,01CN,heliport,Los Angeles County Sheriff's Department Heliport,300,US,US-CA,Los Angeles,01CN,0,01CN,"-118.15399932861328, 34.03779983520508"
76,01CO,heliport,St Vincent General Hospital Heliport,10175,US,US-CO,Leadville,01CO,0,01CO,"-106.24600219726562, 39.24530029296875"
77,01CT,heliport,Berlin Fairgrounds Heliport,60,US,US-CT,Berlin,01CT,0,01CT,"-72.72750091552734, 41.62730026245117"
78,01FA,small_airport,Rybolt Ranch Airport,55,US,US-FL,Orlando,01FA,0,01FA,"-81.14420318603516, 28.589399337768555"
79,01FD,heliport,Advent Health Altamonte Springs Heliport,86,US,US-FL,Altamonte Springs,01FD,0,01FD,"-81.3697, 28.666639"
80,01FL,small_airport,Cedar Knoll Flying Ranch Airport,19,US,US-FL,Geneva,01FL,0,01FL,"-81.1592025756836, 28.78190040588379"
81,01GA,heliport,Medical Center Heliport,319,US,US-GA,Columbus,01GA,0,01GA,"-84.9791030883789, 32.47930145263672"
82,01GE,small_airport,The Farm Airport,375,US,US-GA,Wrightsville,01GE,0,01GE,"-82.77110290527344, 32.674400329589844"
83,01IA,small_airport,Stender Airport,725,US,US-IA,Maysville,01IA,0,01IA,"-90.74130249023438, 41.66109848022461"
84,01ID,small_airport,Lava Hot Springs Airport,5268,US,US-ID,Lava Hot Springs,01ID,0,01ID,"-112.031998, 42.6082"
85,01II,small_airport,Myers Field,950,US,US-IN,Lizton,01II,0,01II,"-86.50669860839844, 39.8849983215332"
86,01IL,heliport,Hoopeston Community Memorial Hospital Heliport,583,US,US-IL,Hoopeston,01IL,0,01IL,"-87.65950012207031, 40.45859909057617"
87,01IN,heliport,Community Hospital Heliport,890,US,US-IN,Anderson,01IN,0,01IN,"-85.69580078125, 40.13090133666992"
88,01IS,small_airport,William E. Koenig Airport,670,US,US-IL,Dow,01IS,0,01IS,"-90.31819915771484, 39.01620101928711"
89,01J,small_airport,Hilliard Airpark,59,US,US-FL,Hilliard,01J,0,01J,"-81.90570068359375, 30.68630027770996"
90,01K,small_airport,Caldwell Municipal Airport,1157,US,US-KS,Caldwell,01K,0,01K,"-97.5864028930664, 37.03609848022461"
91,01KS,small_airport,Flying N Ranch Airport,1485,US,US-KS,Lost Springs,01KS,0,01KS,"-97.00330352783203, 38.54059982299805"
92,01KY,heliport,Lourdes Hospital Heliport,419,US,US-KY,Paducah,01KY,0,01KY,"-88.64689636230469, 37.051700592041016"
93,01LA,small_airport,Barham Airport,90,US,US-LA,Oak Ridge,01LA,0,01LA,"-91.77369689941406, 32.638999938964844"
94,01LL,small_airport,Schumaier Restricted Landing Area,555,US,US-IL,Pinckneyville,01LL,0,01LL,"-89.46389770507812, 38.12580108642578"
95,01LS,small_airport,Country Breeze Airport,125,US,US-LA,Slaughter,01LS,0,01LS,"-91.07740020751953, 30.70599937438965"
96,01MA,heliport,Compaq Andover Heliport,140,US,US-MA,Andover,01MA,0,01MA,"-71.18009948730469, 42.625099182128906"
97,01MD,seaplane_base,Annapolis Seaplane Base,0,US,US-MD,Annapolis,01MD,0,01MD,"-76.456001, 38.999199"
98,01ME,seaplane_base,Saint Peter's Seaplane Base,608,US,US-ME,Portage Lake,01ME,0,01ME,"-68.50029754638672, 46.778900146484375"
99,01MI,heliport,Flow Through Terminal Heliport,736,US,US-MI,Flint,01MI,0,01MI,"-83.67970275878906, 43.04949951171875"
100,01MN,seaplane_base,Barnes Seaplane Base,1358,US,US-MN,Cook,01MN,0,01MN,"-92.55740356445312, 47.899600982666016"
101,01MO,heliport,Highway Patrol Troop C Headquarters Heliport,615,US,US-MO,Town and Country,01MO,0,01MO,"-90.48429870605469, 38.641700744628906"
102,01MT,small_airport,Crystal Lakes Resort Airport,3141,US,US-MT,Fortine,01MT,0,01MT,"-114.87999725341797, 48.789100646972656"
103,01NC,small_airport,Topsail Airpark,65,US,US-NC,Holly Ridge,01NC,0,01NC,"-77.5813980102539, 34.47529983520508"
104,01NE,small_airport,Detour Airport,3000,US,US-NE,Wellfleet,01NE,0,01NE,"-100.65299987792969, 40.84360122680664"
105,01NH,small_airport,Moore Airfield,835,US,US-NH,Canaan,01NH,0,01NH,"-72.086998, 43.6445"
106,01NJ,heliport,Albert Guido Memorial Heliport,10,US,US-NJ,Newark,01NJ,0,01NJ,"-74.13710021972656, 40.741798400878906"
107,01NM,small_airport,Champion Ranch Airport,3630,US,US-NM,Artesia,01NM,0,01NM,"-104.540278, 33.008611"
108,01NV,small_airport,Lantana Ranch Airport,4600,US,US-NV,Yerington,01NV,0,01NV,"-119.0270004272461, 38.76390075683594"
109,01NY,closed,Vassar Hospital Heliport,100,US,US-NY,Poughkeepsie,0,0,0,"-73.935582, 41.694187"
110,01OI,heliport,Galion Community Hospital Heliport,1140,US,US-OH,Galion,01OI,0,01OI,"-82.80159759521484, 40.73059844970703"
111,01OK,closed,Lawrence Airport,1525,US,US-OK,Eakly,0,0,0,"-98.636496, 35.294498"
112,01OR,closed,Red & White Flying Service Airport,4346,US,US-OR,Silver Lake,0,0,0,"-121.044997, 43.119301"
113,01PA,closed,Pine Heliport,1215,US,US-PA,Mars,0,0,0,"-80.050903, 40.655602"
114,01PN,small_airport,Bierly(Personal Use) Airport,960,US,US-PA,Bellefonte,01PN,0,01PN,"-77.73889923095703, 40.930599212646484"
115,01PS,small_airport,Nort's Resort Airport,1040,US,US-PA,Meshoppen,01PS,0,01PS,"-76.02960205078125, 41.59590148925781"
116,01SC,small_airport,York Airport,779,US,US-SC,York,01SC,0,01SC,"-81.25279998779297, 35.032100677490234"
117,01TA,heliport,Thirty Thirty Matlock Office Center Heliport,630,US,US-TX,Arlington,01TA,0,01TA,"-97.11579895019531, 32.69419860839844"
118,01TE,small_airport,Smith Field,505,US,US-TX,Forney,01TE,0,01TE,"-96.4280014038086, 32.73759841918945"
119,01TN,small_airport,Colonial Air Park,370,US,US-TN,Collierville,01TN,0,01TN,"-89.73059844970703, 34.99589920043945"
120,01TS,closed,St Joseph Hospital Heliport,675,US,US-TX,Fort Worth,0,0,0,"-97.324501, 32.7285"
121,01TX,small_airport,Mims Farm Ultralightport,610,US,US-TX,Waxahachie,01TX,0,01TX,"-96.87750244140625, 32.38759994506836"
122,01U,small_airport,Duckwater Airport,5124,US,US-NV,Duckwater,01U,0,01U,"-115.63400268554688, 38.851600646972656"
123,01UT,small_airport,La Sal Junction Airport,6000,US,US-UT,La Sal,01UT,0,01UT,"-109.39600372314453, 38.30830001831055"
124,01VA,small_airport,Pickles Airport,500,US,US-VA,Berryville,01VA,0,01VA,"-77.9250030518, 39.125"
125,01WA,heliport,Willapa Harbor Heliport,154,US,US-WA,South Bend,01WA,0,01WA,"-123.81199645996094, 46.66320037841797"
126,01WI,small_airport,Prehn Cranberry Company Airport,930,US,US-WI,Tomah,01WI,0,01WI,"-90.38919830322266, 44.0099983215332"
127,01WN,heliport,Whidbey General Hospital Heliport,103,US,US-WA,Coupeville,01WN,0,01WN,"-122.68499755859375, 48.213401794433594"
128,01WT,heliport,Odyssey Heliport,20,US,US-WA,Renton,01WT,0,01WT,"-122.210908, 47.518178"
129,01WY,small_airport,Keyhole Airport,4250,US,US-WY,Moorcroft,01WY,0,01WY,"-104.81099700927734, 44.347198486328125"
130,01XA,heliport,Seton Medical Center Hays Heliport,715,US,US-TX,Kyle,01XA,0,01XA,"-97.853333, 30.007222"
131,01XS,heliport,Meadowood Ranch Heliport,500,US,US-TX,Athens,01XS,0,01XS,"-95.74549865722656, 32.020198822021484"
132,02AK,small_airport,Rustic Wilderness Airport,190,US,US-AK,Willow,02AK,0,02AK,"-150.09800720214844, 61.87689971923828"
133,02AL,small_airport,Bass Field,61,US,US-AL,Foley,02AL,0,02AL,"-87.76439666748047, 30.37150001525879"
134,02AR,closed,Three Rivers Airport,264,US,US-AR,Little Rock,0,0,0,"-92.44442, 34.822445"
135,02AZ,closed,Winchester Farm Airstrip,4200,US,US-AZ,Willcox,0,0,0,"-109.936996, 32.376401"
136,02CA,heliport,Swepi Beta Platform Ellen Heliport,122,US,US-CA,Huntington Beach,02CA,0,02CA,"-118.12899780273438, 33.58250045776367"
137,02CD,small_airport,Shannon Field,165,US,US-MS,Clarksdale,02CD,0,02CD,"-90.52400207519531, 34.129600524902344"
138,02CL,small_airport,Conover Air Lodge Airport,5160,US,US-CA,Frazier Park,02CL,0,02CL,"-119.058998, 34.761101"
139,02CO,small_airport,Mc Cullough Airport,7615,US,US-CO,Monte Vista,02CO,0,02CO,"-106.04699707, 37.64329910279999"
140,02CT,heliport,Strangers Point Heliport,540,US,US-CT,Ellington,02CT,0,02CT,"-72.44450378417969, 41.91960144042969"
141,02FA,small_airport,Osborn Airfield,121,US,US-FL,Groveland,02FA,0,02FA,"-81.87480163574219, 28.52669906616211"
142,02FL,closed,Cuchens Airport,215,US,US-FL,Defuniak Springs,0,0,0,"-86.118779, 30.642527"
143,02GA,small_airport,Doug Bolton Field,884,US,US-GA,Commerce,02GA,0,02GA,"-83.42900085449219, 34.202598571777344"
144,02GE,small_airport,Etowah Fields Airport,710,US,US-GA,Euharlee,02GE,0,02GE,"-84.92440032958984, 34.17530059814453"
145,02HI,heliport,K3 Helipad Heliport,9,US,US-HI,Pearl Harbor,02HI,0,02HI,"-157.9510040283203, 21.36199951171875"
146,02IA,heliport,Boone County Hospital Heliport,1160,US,US-IA,Boone,02IA,0,02IA,"-93.87799835205078, 42.05609893798828"
147,02ID,small_airport,Morgan Ranch Airport,5634,US,US-ID,Cascade,02ID,0,02ID,"-115.30500030517578, 44.55550003051758"
148,02II,small_airport,King Ultralightport,925,US,US-IN,Westfield,02II,0,02II,"-86.21050262451172, 40.06230163574219"
149,02IN,small_airport,Diamond P. Field,904,US,US-IN,Muncie,02IN,0,02IN,"-85.54080200195312, 40.208900451660156"
150,02IS,heliport,Condell Medical Center Heliport,762,US,US-IL,Libertyville,02IS,0,02IS,"-87.9572982788086, 42.274600982666016"
151,02KS,small_airport,Jmj Landing Airport,1170,US,US-KS,St Marys,02KS,0,02KS,"-96.0552978515625, 39.222198486328125"
152,02KT,heliport,St Claire Healthcare Heliport,781,US,US-KY,Morehead,02KT,0,02KT,"-83.443319, 38.181441"
153,02KY,heliport,Boone National Guard Heliport,760,US,US-KY,Frankfort,02KY,0,02KY,"-84.89990234375, 38.18339920043945"
154,02LA,heliport,La State Police Troop G Heliport,168,US,US-LA,Bossier City,02LA,0,02LA,"-93.66020202636719, 32.53129959106445"
155,02LS,heliport,Windy Hill Heliport,25,US,US-LA,Broussard,02LS,0,02LS,"-91.91899871826172, 30.148300170898438"
156,02MA,heliport,Cuttyhunk Heliport,9,US,US-MA,Gosnold,02MA,0,02MA,"-70.927001953125, 41.41960144042969"
157,02MD,small_airport,Garner Field,141,US,US-MD,Brandywine,02MD,0,02MD,"-76.709739, 38.672544"
158,02ME,small_airport,Nadeau's Airfield,700,US,US-ME,Acton,02ME,0,02ME,"-70.929397, 43.5373"
159,02MI,small_airport,Fairplains Airpark,850,US,US-MI,Greenville,02MI,0,02MI,"-85.14849853515625, 43.157100677490234"
160,02MN,small_airport,Greenbush Municipal Airport,1070,US,US-MN,Greenbush,02MN,0,02MN,"-96.19200134277344, 48.68330001831055"
161,02MO,small_airport,Troy Airpark,650,US,US-MO,Troy,02MO,0,02MO,"-91.03350067138672, 39.04999923706055"
162,02MS,small_airport,Watts Field,153,US,US-MS,Rochdale,02MS,0,02MS,"-90.8468017578125, 34.100101470947266"
163,02MT,closed,Barrett Field,3350,US,US-MT,Cascade,0,0,0,"-111.74304, 47.2374"
164,02MU,closed,Timber Line Airpark,1550,US,US-MO,Cassville,0,0,0,"-93.797418, 36.654233"
165,02NC,heliport,Race City Heliport,809,US,US-NC,Landis,02NC,0,02NC,"-80.597778, 35.541111"
166,02NE,small_airport,Benes Service Airport,1550,US,US-NE,Valparaiso,02NE,0,02NE,"-96.90450286865234, 41.074501037597656"
167,02NH,seaplane_base,Iroquois Landing Seaplane Base,1180,US,US-NH,Dummer,02NH,0,02NH,"-71.21910095214844, 44.657100677490234"
168,02NJ,heliport,Penske Heliport,78,US,US-NJ,Piscataway,02NJ,0,02NJ,"-74.46710205078125, 40.55730056762695"
169,02NV,small_airport,Paiute Meadows Airport,4443,US,US-NV,Winnemucca,02NV,0,02NV,"-118.5979995727539, 41.30329895019531"
170,02NY,heliport,Hansen Heliport,435,US,US-NY,Durhamville,02NY,0,02NY,"-75.65550231933594, 43.132598876953125"
171,02OH,small_airport,Zimmerman Airport,614,US,US-OH,Fremont,02OH,0,02OH,"-83.08329772949219, 41.376399993896484"
172,02OI,small_airport,Murtha Airport,950,US,US-OH,Conneaut,02OI,0,02OI,"-80.56539916992188, 41.801998138427734"
173,02OK,closed,Canon Heliport,1191,US,US-OK,Oklahoma City,0,0,02OK,"-97.525297, 35.458401"
174,02OR,small_airport,Rowena Dell Airport,705,US,US-OR,The Dalles,02OR,0,02OR,"-121.31600189208984, 45.68149948120117"
175,02P,heliport,Stottle Memorial Heliport,591,US,US-PA,Honey Grove,0,0,02P,"-77.556602, 40.403596"
176,02PA,heliport,Lag Iii Heliport,1070,US,US-PA,Monroeville,02PA,0,02PA,"-79.7699966430664, 40.43830108642578"
177,02PN,heliport,Peco Berwyn Heliport,390,US,US-PA,Berwyn,02PN,0,02PN,"-75.4552001953125, 40.06959915161133"
178,02PR,small_airport,Cuylers Airport,15,PR,PR-U-A,Vega Baja,02PR,0,02PR,"-66.36689758300781, 18.45330047607422"
179,02PS,small_airport,Hughes Ultralightport,1700,US,US-PA,Tioga,02PS,0,02PS,"-77.23030090332031, 41.90060043334961"
180,02SC,small_airport,Harpers Airport,111,US,US-SC,Estill,02SC,0,02SC,"-81.22480010986328, 32.75849914550781"
181,02T,small_airport,Wise River Airport,5830,US,US-MT,Wise River,02T,0,02T,"-112.98200225830078, 45.769100189208984"
182,02TA,heliport,Matagorda Shore Facility Heliport,5,US,US-TX,Matagorda,02TA,0,02TA,"-95.8738021850586, 28.721399307250977"
183,02TE,heliport,Baylor Medical Center Heliport,560,US,US-TX,Waxahachie,02TE,0,02TE,"-96.86419677734375, 32.39540100097656"
184,02TN,small_airport,Ellis Field,840,US,US-TN,Murfreesboro,02TN,0,02TN,"-86.58419799804688, 35.780601501464844"
185,02TS,closed,FWOMC Heliport,684,US,US-TX,Fort Worth,0,0,0,"-97.370003, 32.747601"
186,02TX,small_airport,The Palms At Kitty Hawk Airport,3235,US,US-TX,New Home,02TX,0,02TX,"-101.92288208, 33.3704032898"
187,02UT,small_airport,Lucin Airport,4412,US,US-UT,Lucin,02UT,0,02UT,"-113.84300231933594, 41.36629867553711"
188,02VA,small_airport,The Greenhouse Airport,320,US,US-VA,Culpeper,02VA,0,02VA,"-77.8572006225586, 38.435699462890625"
189,02VG,heliport,Northstar Aviation Heliport,1850,US,US-VA,Bristol,02VG,0,02VG,"-82.11669921875, 36.63880157470703"
190,02WA,small_airport,Cawleys South Prairie Airport,690,US,US-WA,South Prairie,02WA,0,02WA,"-122.09400177001953, 47.15230178833008"
191,02WI,small_airport,Beer Airport,920,US,US-WI,Hudson,02WI,0,02WI,"-92.65579986572266, 45.031898498535156"
192,02WN,small_airport,Fowler Field,2150,US,US-WA,Tonasket,02WN,0,02WN,"-119.31900024414062, 48.74580001831055"
193,02XA,small_airport,JLS Farms Airport,675,US,US-TX,Honey Grove,02XA,0,02XA,"-95.882864, 33.591319"
194,02XS,closed,Seidel Ranch Airport,510,US,US-TX,Elroy,02XS,0,02XS,"-97.662804, 30.147699"
195,03AA,heliport,Trapper T Heliport,159,US,US-AK,Palmer,03AA,0,03AA,"-149.284527, 61.556055"
196,03AK,seaplane_base,Joe Clouds Seaplane Base,150,US,US-AK,Kenai,03AK,0,03AK,"-151.13278198242188, 60.72722244262695"
197,03AL,heliport,Highland Medical Center Heliport,628,US,US-AL,Scottsboro,03AL,0,03AL,"-86.046774, 34.662604"
198,03AR,heliport,Hscmh Heliport,350,US,US-AR,Malvern,03AR,0,03AR,"-92.78849792480469, 34.357601165771484"
199,03AZ,small_airport,Thompson International Aviation Airport,4275,US,US-AZ,Hereford,03AZ,0,03AZ,"-110.08399963378906, 31.433399200439453"
200,03CA,heliport,Grossmont Hospital Heliport,634,US,US-CA,La Mesa,03CA,0,03CA,"-117.006952, 32.779484"
201,03CO,small_airport,Kugel-Strong Airport,4950,US,US-CO,Platteville,03CO,0,03CO,"-104.744003296, 40.2125015259"
202,03FA,small_airport,Lake Persimmon Airstrip,70,US,US-FL,Lake Placid,03FA,0,03FA,"-81.40809631347656, 27.353099822998047"
203,03FD,closed,Tharpe Airport,115,US,US-FL,Bonifay,0,0,0,"-85.731003, 30.8288"
204,03FL,heliport,Ranger Heliport,20,US,US-FL,West Palm Beach,03FL,0,03FL,"-80.18730163574219, 26.683700561523438"
205,03GA,small_airport,HIA Airport,238,US,US-IN,Statesboro,03GA,0,03GA,"-81.8576944, 32.5623056"
206,03I,closed,Clarks Dream Strip,680,US,US-OH,Circleville,0,0,0,"-83.018204, 39.644199"
207,03IA,small_airport,East Field,954,US,US-IA,Montezuma,03IA,0,03IA,"-92.4613037109375, 41.58190155029297"
208,03ID,small_airport,Flying Y Ranch Airport,3180,US,US-ID,Council,03ID,0,03ID,"-116.53299713134766, 44.7943000793457"
209,03II,small_airport,Davis Field Ultralightport,465,US,US-IN,Mount Vernon,03II,0,03II,"-87.7789001465, 37.9620018005"
210,03IL,small_airport,Wix Airport,750,US,US-IL,Monee,03IL,0,03IL,"-87.81670379638672, 41.40230178833008"
211,03IN,small_airport,Heinzman Airport,850,US,US-IN,Arcadia,03IN,0,03IN,"-86.01249694824219, 40.18000030517578"
212,03IS,heliport,OSF St Anthony's Health Center Heliport,580,US,US-IL,Alton,03IS,0,03IS,"-90.173401, 38.904999"
213,03KS,heliport,Valley Grain Heliport,1160,US,US-KS,Highland,03KS,0,03KS,"-95.26409912109375, 39.86470031738281"
214,03KY,small_airport,Flying H Farms Airport,385,US,US-KY,Henderson,03KY,0,03KY,"-87.54139709472656, 37.79169845581055"
215,03LA,heliport,Damien Heliport,25,US,US-LA,Carville,03LA,0,03LA,"-91.12789916992188, 30.199600219726562"
216,03LS,heliport,Fmc Nr 1 Heliport,79,US,US-LA,Winnsboro,03LS,0,03LS,"-91.70800018310547, 32.159000396728516"
217,03M,seaplane_base,Lakeside Marina Seaplane Base,165,US,US-ME,East Winthrop,03M,0,03M,"-69.8895034790039, 44.320899963378906"
218,03MA,small_airport,Hadley Airport,150,US,US-MA,Hadley,03MA,0,03MA,"-72.552001953125, 42.39310073852539"
